	Biomarker	Condition Types Full	Condition Categories	Condition Name	Clinical Status	Biomarker Type	Chinese Name
430	Deoxyinosine	Purine Nucleoside Phosphorylase Deficiency	Immune System Disorder,Germ-Line Disorder,Metabolic Disorder	Purine Nucleoside Phosphorylase Deficiency	Clinical	Chemical Biomarkers	脱氧肌苷
431	Deoxyinosine	Eosinophilic Esophagitis	Immune System Disorder,Digestive System Disorder	Eosinophilic Esophagitis	Investigational	Chemical Biomarkers	脱氧肌苷
432	Deoxypyridinoline	Heart Failure	Others,Cardiovascular System Disorder	Heart Failure	Investigational	Chemical Biomarkers	脱氧吡啶啉
433	Deoxyuridine	Eosinophilic Esophagitis	Immune System Disorder,Digestive System Disorder	Eosinophilic Esophagitis	Investigational	Chemical Biomarkers	脱氧尿苷
434	Des-gamma-carboxy prothrombin	Hepatocellular Carcinoma	Cancer,Digestive System Disorder	Hepatocellular Carcinoma	Investigational	Protein Biomarkers	去γ-羧基凝血酶原
435	Desmosterol	Desmosterolosis	Germ-Line Disorder,Musculoskeletal System Disorder,Metabolic Disorder	Desmosterolosis	Investigational	Chemical Biomarkers	去氢胆甾醇
436	Diacetyl	Celiac Disease	Immune System Disorder,Lower Gastrointestinal Disorder,Digestive System Disorder	Celiac Disease	Investigational	Chemical Biomarkers	
437	Digoxin	Heart Failure	Others,Cardiovascular System Disorder	Heart Failure	Investigational	Chemical Biomarkers	地高辛
438	Dihydrothymine	Eosinophilic Esophagitis	Immune System Disorder,Digestive System Disorder	Eosinophilic Esophagitis	Investigational	Chemical Biomarkers	二氢胸腺嘧啶
439	Dihydrothymine	Beta Ureidopropionase Deficiency	Germ-Line Disorder,Nervous System Disorder,Metabolic Disorder	Beta Ureidopropionase Deficiency	Clinical	Chemical Biomarkers	二氢胸腺嘧啶
440	Dihydroxyacetone phosphate	Alzheimer's Disease	Nervous System Disorder,Mental or Behavioural Disorder	Alzheimer's Disease	Investigational	Chemical Biomarkers	
441	Dimethylamine	Rhabdomyolysis	Others,Musculoskeletal System Disorder	Rhabdomyolysis	Investigational	Chemical Biomarkers	二甲胺
442	Dimethylglycine	Uremia	Others,Urinary System Disorder	Uremia	Investigational	Chemical Biomarkers	二甲基甘氨酸
443	Docosahexaenoic acid	Stroke	Cardiovascular System Disorder	Stroke	Investigational	Chemical Biomarkers	二十二碳六烯酸
444	Dodecanoylcarnitine	Celiac Disease	Immune System Disorder,Lower Gastrointestinal Disorder,Digestive System Disorder	Celiac Disease	Investigational	Chemical Biomarkers	十二烷酰肉碱
445	Dopamine	Congenital Dopamine Beta-Hydroxylase Deficiency	Germ-Line Disorder,Endocrine System Disorder	Congenital Dopamine Beta-Hydroxylase Deficiency	Clinical	Chemical Biomarkers	多巴胺
446	Dopamine	Aromatic L Amino Acid Decarboxylase Deficiency	Germ-Line Disorder,Metabolic Disorder	Aromatic L Amino Acid Decarboxylase Deficiency	Clinical	Chemical Biomarkers	多巴胺
447	Dopamine	Encephalitis	Nervous System Disorder	Encephalitis	Clinical	Chemical Biomarkers	多巴胺
448	Dopamine	Eosinophilic Esophagitis	Immune System Disorder,Digestive System Disorder	Eosinophilic Esophagitis	Clinical	Chemical Biomarkers	多巴胺
449	Dopamine	Vitiligo	Skin Disorder	Vitiligo	Clinical	Chemical Biomarkers	多巴胺
450	Dopamine	Alzheimer's Disease	Nervous System Disorder,Mental or Behavioural Disorder	Alzheimer's Disease	Clinical	Chemical Biomarkers	多巴胺
451	Eicosapentaenoic acid	Hypertension	Cardiovascular System Disorder	Hypertension	Investigational	Chemical Biomarkers	二十碳五烯酸
452	Enkephalin L	Acute Liver Disease	Others,Digestive System Disorder	Acute Liver Disease	Investigational	Chemical Biomarkers	脑啡肽L
453	Epinephrine	Addison's Disease	Immune System Disorder,Germ-Line Disorder,Male Reproductive System Disorder,Female Reproductive System Disorder,Nervous System Disorder,Endocrine System Disorder,Urinary System Disorder	Addison's Disease	Clinical	Chemical Biomarkers	肾上腺激素
454	Erythropoietin	Chronic Kidney Disease	Urinary System Disorder	Chronic Kidney Disease	Investigational	Protein Biomarkers	红细胞生成素
455	Erythropoietin	Dyserythropoietic Congenital Anemia Type II	Hematological or Lymphatic System Disorder	Anemia	Investigational	Protein Biomarkers	红细胞生成素
456	Erythropoietin	Anemia	Hematological or Lymphatic System Disorder	Anemia	Investigational	Protein Biomarkers	红细胞生成素
457	Erythropoietin	Polycythemia	Hematological or Lymphatic System Disorder	Polycythemia	Investigational	Protein Biomarkers	红细胞生成素
458	Erythropoietin	Polycythemia Vera	Germ-Line Disorder,Hematological or Lymphatic System Disorder	Polycythemia Vera	Investigational	Protein Biomarkers	红细胞生成素
459	Estradiol	X-Linked Ichthyosis	Germ-Line Disorder,Skin Disorder,Metabolic Disorder	X-Linked Ichthyosis	Clinical	Chemical Biomarkers	雌二醇
460	Estrogen receptor	Breast Cancer	Cancer,Germ-Line Disorder,Skin Disorder	Breast Cancer	Investigational	Protein Biomarkers	雌激素受体
461	Estrogen receptor	Invasive Ductal Breast Cancer	Cancer,Germ-Line Disorder,Skin Disorder	Breast Cancer	Investigational	Protein Biomarkers	雌激素受体
462	Estrone	X-Linked Ichthyosis	Germ-Line Disorder,Skin Disorder,Metabolic Disorder	X-Linked Ichthyosis	Clinical	Chemical Biomarkers	
463	Estrone	Menstrual Cycle	Others	Menstrual Cycle	Clinical	Chemical Biomarkers	
464	Estrone sulfate	X-Linked Ichthyosis	Germ-Line Disorder,Skin Disorder,Metabolic Disorder	X-Linked Ichthyosis	Investigational	Chemical Biomarkers	硫酸雌酮
465	Ethanol	Preeclampsia/Eclampsia	Female Reproductive System Disorder,Cardiovascular System Disorder	Preeclampsia/Eclampsia	Clinical	Chemical Biomarkers	3. 乙醇
466	Ethanolamine	Autosomal Dominant Polycystic Kidney Disease	Germ-Line Disorder,Urinary System Disorder	Autosomal Dominant Polycystic Kidney Disease	Investigational	Chemical Biomarkers	乙醇胺
467	Ethyl butyrate	Crohn's Disease	Immune System Disorder,Digestive System Disorder	Crohn's Disease	Investigational	Chemical Biomarkers	
468	Ethyl butyrate	Irritable Bowel Syndrome	Lower Gastrointestinal Disorder	Irritable Bowel Syndrome	Investigational	Chemical Biomarkers	
469	Ethyl propionate	Crohn's Disease	Immune System Disorder,Digestive System Disorder	Crohn's Disease	Investigational	Chemical Biomarkers	
470	Ethyl propionate	Irritable Bowel Syndrome	Lower Gastrointestinal Disorder	Irritable Bowel Syndrome	Investigational	Chemical Biomarkers	
471	Ethylamine	Uremia	Others,Urinary System Disorder	Uremia	Investigational	Chemical Biomarkers	
472	Ethylmalonic acid	Eosinophilic Esophagitis	Immune System Disorder,Digestive System Disorder	Eosinophilic Esophagitis	Clinical	Chemical Biomarkers	乙基丙二酸
473	Ethylmalonic acid	3 Hydroxy 3 Methylglutaryl Co A Lyase Deficiency	Germ-Line Disorder,Nervous System Disorder,Metabolic Disorder	3 Hydroxy 3 Methylglutaryl Co A Lyase Deficiency	Clinical	Chemical Biomarkers	乙基丙二酸
474	Ferritin	Iron Deficiency	Hematological or Lymphatic System Disorder	Iron Deficiency	Investigational	Protein Biomarkers	铁蛋白数值
475	Folic acid	Hereditary Folate Malabsorption	Germ-Line Disorder,Nervous System Disorder,Metabolic Disorder,Digestive System Disorder	Hereditary Folate Malabsorption	Investigational	Chemical Biomarkers	叶酸
476	Follicle stimulating hormone	Polycystic Ovary Syndrome	Female Reproductive System Disorder,Endocrine System Disorder	Polycystic Ovary Syndrome	Investigational	Protein Biomarkers	卵泡生成素
477	Follicle stimulating hormone	Infertility	Male Reproductive System Disorder,Female Reproductive System Disorder	Infertility	Investigational	Protein Biomarkers	卵泡生成素
478	Formic acid	Preeclampsia/Eclampsia	Female Reproductive System Disorder,Cardiovascular System Disorder	Preeclampsia/Eclampsia	Investigational	Chemical Biomarkers	甲酸
479	Formic acid	Autosomal Dominant Polycystic Kidney Disease	Germ-Line Disorder,Urinary System Disorder	Autosomal Dominant Polycystic Kidney Disease	Investigational	Chemical Biomarkers	甲酸
480	Fructosamine	11 Beta Hydroxylase Deficiency	Germ-Line Disorder,Female Reproductive System Disorder,Endocrine System Disorder	11 Beta Hydroxylase Deficiency	Clinical	Chemical Biomarkers	果糖胺
481	Fructosamine	Cirrhosis	Others,Digestive System Disorder	Cirrhosis	Clinical	Chemical Biomarkers	果糖胺
482	Fumaric acid	Alzheimer's Disease	Nervous System Disorder,Mental or Behavioural Disorder	Alzheimer's Disease	Clinical	Chemical Biomarkers	反丁烯二酸
483	Fumaric acid	Lung Cancer	Cancer,Germ-Line Disorder,Respiratory System Disorder	Lung Cancer	Clinical	Chemical Biomarkers	反丁烯二酸
484	Gama-Tocopherol	Prostate Cancer	Cancer,Germ-Line Disorder,Male Reproductive System Disorder,Nervous System Disorder	Prostate Cancer	Investigational	Chemical Biomarkers	Y-生育酚
485	Gama-Tocopherol	Endometrial Cancer	Cancer,Female Reproductive System Disorder	Endometrial Cancer	Investigational	Chemical Biomarkers	Y-生育酚
486	Gamma-Aminobutyric acid	Pyridoxine Dependent Epilepsy	Nervous System Disorder	Epilepsy	Investigational	Chemical Biomarkers	Y-氨基丁酸
487	Gamma-Aminobutyric acid	Hepatic Encephalopathy	Others,Nervous System Disorder,Digestive System Disorder	Hepatic Encephalopathy	Investigational	Chemical Biomarkers	Y-氨基丁酸
488	Gamma-Aminobutyric acid	Alzheimer's Disease	Nervous System Disorder,Mental or Behavioural Disorder	Alzheimer's Disease	Investigational	Chemical Biomarkers	Y-氨基丁酸
489	Gamma-Aminobutyric acid	Epilepsy	Nervous System Disorder	Epilepsy	Investigational	Chemical Biomarkers	Y-氨基丁酸
490	Gamma-glutamyltranspeptidase	Liver Disease	Others	Liver Disease	Investigational	Protein Biomarkers	Γ-谷氨酰转肽酶
491	Gammaglutamyl transferase	Liver Disease	Others	Liver Disease	Investigational	Protein Biomarkers	
492	Gastrin	Enterochromaffin Like Cell Hyperplasia	Endocrine System Disorder,Digestive System Disorder	Enterochromaffin Like Cell Hyperplasia	Investigational	Protein Biomarkers	胃泌素
493	Glucose 6-phosphate	Alzheimer's Disease	Nervous System Disorder,Mental or Behavioural Disorder	Alzheimer's Disease	Investigational	Chemical Biomarkers	
494	Glucose-6-phosphate 1-dehydrogenase	Glucose 6 Phosphate Dehydrogenase Deficiency	Hematological or Lymphatic System Disorder	Glucose 6 Phosphate Dehydrogenase Deficiency	Investigational	Protein Biomarkers	6-磷酸葡糖脱氢酶
495	Glutathione	Schizophrenia	Germ-Line Disorder,Mental or Behavioural Disorder	Schizophrenia	Investigational	Chemical Biomarkers	谷胱甘肽
496	Glutathione	Multiple Sclerosis	Immune System Disorder,Germ-Line Disorder,Nervous System Disorder	Multiple Sclerosis	Investigational	Chemical Biomarkers	谷胱甘肽
497	Glycerol	Eosinophilic Esophagitis	Immune System Disorder,Digestive System Disorder	Eosinophilic Esophagitis	Investigational	Chemical Biomarkers	甘油
498	Glycerol	Preeclampsia/Eclampsia	Female Reproductive System Disorder,Cardiovascular System Disorder	Preeclampsia/Eclampsia	Investigational	Chemical Biomarkers	甘油
499	Glycerol 3-phosphate	Alzheimer's Disease	Nervous System Disorder,Mental or Behavioural Disorder	Alzheimer's Disease	Investigational	Chemical Biomarkers	甘油3-磷酸酯
500	Glycerophosphocholine	Alzheimer's Disease	Nervous System Disorder,Mental or Behavioural Disorder	Alzheimer's Disease	Investigational	Chemical Biomarkers	甘油磷胆碱
501	Glycine	Pyridoxine Dependent Epilepsy	Nervous System Disorder	Epilepsy	Clinical	Chemical Biomarkers	甘氨酸
502	Glycine	Autosomal Dominant Polycystic Kidney Disease	Germ-Line Disorder,Urinary System Disorder	Autosomal Dominant Polycystic Kidney Disease	Clinical	Chemical Biomarkers	甘氨酸
503	Glycine	Alzheimer's Disease	Nervous System Disorder,Mental or Behavioural Disorder	Alzheimer's Disease	Clinical	Chemical Biomarkers	甘氨酸
504	Glycine	Schizophrenia	Germ-Line Disorder,Mental or Behavioural Disorder	Schizophrenia	Clinical	Chemical Biomarkers	甘氨酸
505	Glycine	Argininosuccinic Aciduria	Germ-Line Disorder,Metabolic Disorder	Argininosuccinic Aciduria	Clinical	Chemical Biomarkers	甘氨酸
506	Glycine	Eosinophilic Esophagitis	Immune System Disorder,Digestive System Disorder	Eosinophilic Esophagitis	Clinical	Chemical Biomarkers	甘氨酸
507	Glycine	Epilepsy	Nervous System Disorder	Epilepsy	Clinical	Chemical Biomarkers	甘氨酸
508	Glycocholic acid	Celiac Disease	Immune System Disorder,Lower Gastrointestinal Disorder,Digestive System Disorder	Celiac Disease	Investigational	Chemical Biomarkers	甘胆酸
509	Glycocholic acid	Alpha 1 Antitrypsin Deficiency	Germ-Line Disorder,Metabolic Disorder,Digestive System Disorder,Respiratory System Disorder,Urinary System Disorder	Alpha 1 Antitrypsin Deficiency	Clinical	Chemical Biomarkers	甘胆酸
510	Glycocholic acid	Hepatobiliary Diseases	Digestive System Disorder	Hepatobiliary Diseases	Investigational	Chemical Biomarkers	甘胆酸
511	Glycocholic acid	Intrahepatic Biliary Hypoplasia	Others,Digestive System Disorder	Intrahepatic Biliary Hypoplasia	Investigational	Chemical Biomarkers	甘胆酸
512	Glycocholic acid	Chronic Active Hepatitis	Others	Chronic Active Hepatitis	Investigational	Chemical Biomarkers	甘胆酸
513	Glycolic acid	Lung Cancer	Cancer,Germ-Line Disorder,Respiratory System Disorder	Lung Cancer	Clinical	Chemical Biomarkers	乙醇酸
514	Glycolic acid	Hemodialysis	Others	Hemodialysis	Clinical	Chemical Biomarkers	乙醇酸
515	Glycolic acid	Eosinophilic Esophagitis	Immune System Disorder,Digestive System Disorder	Eosinophilic Esophagitis	Clinical	Chemical Biomarkers	乙醇酸
516	Glycolic acid	D 2 Hydroxyglutaric Aciduria	Germ-Line Disorder,Nervous System Disorder,Metabolic Disorder	D 2 Hydroxyglutaric Aciduria	Clinical	Chemical Biomarkers	乙醇酸
517	Glycylproline	Eosinophilic Esophagitis	Immune System Disorder,Digestive System Disorder	Eosinophilic Esophagitis	Investigational	Chemical Biomarkers	甘油脯氨酸
518	Glycylproline	Alzheimer's Disease	Nervous System Disorder,Mental or Behavioural Disorder	Alzheimer's Disease	Investigational	Chemical Biomarkers	甘油脯氨酸
519	Guanidine	Cirrhosis	Others,Digestive System Disorder	Cirrhosis	Investigational	Chemical Biomarkers	胍
520	Guanidine	Uremia	Others,Urinary System Disorder	Uremia	Investigational	Chemical Biomarkers	胍
521	Guanidinosuccinic acid	Cirrhosis	Others,Digestive System Disorder	Cirrhosis	Investigational	Chemical Biomarkers	胍基琥珀酸
522	Guanidinosuccinic acid	Uremia	Others,Urinary System Disorder	Uremia	Investigational	Chemical Biomarkers	胍基琥珀酸
523	Guanidoacetic acid	Uremia	Others,Urinary System Disorder	Uremia	Investigational	Chemical Biomarkers	胍乙酸
524	Guanine	Alzheimer's Disease	Nervous System Disorder,Mental or Behavioural Disorder	Alzheimer's Disease	Investigational	Chemical Biomarkers	鸟嘌呤
525	Guanosine	Purine Nucleoside Phosphorylase Deficiency	Immune System Disorder,Germ-Line Disorder,Metabolic Disorder	Purine Nucleoside Phosphorylase Deficiency	Clinical	Chemical Biomarkers	鸟苷
526	Guanosine	Eosinophilic Esophagitis	Immune System Disorder,Digestive System Disorder	Eosinophilic Esophagitis	Investigational	Chemical Biomarkers	鸟苷
527	Guanosine diphosphate	Subarachnoid Hemorrhage	Hematological or Lymphatic System Disorder,Nervous System Disorder	Subarachnoid Hemorrhage	Investigational	Chemical Biomarkers	鸟苷二磷酸
528	HER2	Breast Cancer	Cancer,Germ-Line Disorder,Skin Disorder	Breast Cancer	Investigational	Protein Biomarkers	HER2
529	HER2	Invasive Ductal Breast Cancer	Cancer,Germ-Line Disorder,Skin Disorder	Breast Cancer	Investigational	Protein Biomarkers	HER2
530	Haptoglobin	Hemolytic anemia	Hematological or Lymphatic System Disorder	Hemolytic anemia	Investigational	Protein Biomarkers	结合红蛋白
531	Haptoglobin	Dyserythropoietic Congenital Anemia Type II	Hematological or Lymphatic System Disorder	Anemia	Investigational	Protein Biomarkers	结合红蛋白
532	Haptoglobin	Anemia	Hematological or Lymphatic System Disorder	Anemia	Investigational	Protein Biomarkers	结合红蛋白
533	Hemoglobin	Anemia	Hematological or Lymphatic System Disorder	Anemia	Investigational	Protein Biomarkers	血红蛋白
534	Hemoglobin	Dyserythropoietic Congenital Anemia Type II	Hematological or Lymphatic System Disorder	Anemia	Investigational	Protein Biomarkers	血红蛋白
535	Hemoglobin S	Sickle Cell Anemia	Germ-Line Disorder,Hematological or Lymphatic System Disorder	Sickle Cell Anemia	Investigational	Protein Biomarkers	血红蛋白S
536	Heptanal	Celiac Disease	Immune System Disorder,Lower Gastrointestinal Disorder,Digestive System Disorder	Celiac Disease	Investigational	Chemical Biomarkers	
537	Hexacosanoic acid	Adrenoleukodystrophy	Germ-Line Disorder,Metabolic Disorder,Endocrine System Disorder	Adrenoleukodystrophy	Investigational	Chemical Biomarkers	二十六酸
538	Hexacosanoic acid	Zellweger Syndrome	Visual System Disorder,Germ-Line Disorder,Metabolic Disorder,Digestive System Disorder,Urinary System Disorder	Zellweger Syndrome	Investigational	Chemical Biomarkers	二十六酸
539	Hexacosanoic acid	Adrenomyeloneuropathy	Germ-Line Disorder,Male Reproductive System Disorder,Nervous System Disorder,Metabolic Disorder,Endocrine System Disorder	Adrenomyeloneuropathy	Investigational	Chemical Biomarkers	二十六酸
540	Hexacosanoic acid	Rhizomelic Chondrodysplasia Punctata	Germ-Line Disorder,Musculoskeletal System Disorder	Rhizomelic Chondrodysplasia Punctata	Investigational	Chemical Biomarkers	二十六酸
541	Hexanal	Uremia	Others,Urinary System Disorder	Uremia	Investigational	Chemical Biomarkers	己醛
542	Hippuric acid	Argininosuccinic Aciduria	Germ-Line Disorder,Metabolic Disorder	Argininosuccinic Aciduria	Clinical	Chemical Biomarkers	马尿酸
543	Hippuric acid	Uremia	Others,Urinary System Disorder	Uremia	Clinical	Chemical Biomarkers	马尿酸
544	Histamine	Nephrotic Syndrome	Others,Urinary System Disorder	Nephrotic Syndrome	Clinical	Chemical Biomarkers	组胺
